index,class,dividend_signed,divisor_signed,dividend_hex,divisor_hex,expected_hex,divide_by_zero
313,deterministic_random,-119892160659,79178236766,e415decf6d,126f64035e,fffffffffe7c5cfefb,0
314,deterministic_random,-373138847968,-36376607460,a91f310720,f787c9051c,000000000a41f5f6b9,0
315,deterministic_random,517872733800,129156638484,78939ece68,1e1255e714,000000000402785488,0
316,deterministic_random,-2988926774,-45970585803,ff4dd898ca,f54bf08735,000000000010a50921,0
317,deterministic_random,-38805899616,-220450859886,f6f6fcf6a0,ccac1ad492,00000000002d10485e,0
318,deterministic_random,256997075523,10990802055,3bd6382a43,028f1a5487,0000000017620739db,0
319,deterministic_random,439704357868,-186355577123,66606c0bec,d49c578edd,fffffffffda3f86144,0
320,deterministic_random,353116435339,322689235338,523761338b,4b21c6f98a,000000000118238ef4,0
321,deterministic_random,-43199527704,169361370331,f5f11b84e8,276eb96cdb,ffffffffffbeb387b5,0
322,deterministic_random,-57589050180,-227829859883,f2976cd4bc,caf44839d5,000000000040b5ad73,0
323,deterministic_random,-530764483018,259201940009,846bf8b636,3c59a3ba29,fffffffffdf3cac64e,0
324,deterministic_random,355315059271,-247930359722,52ba6d8a47,c64632f056,fffffffffe911ec1a0,0
325,deterministic_random,363179662942,-490663836181,548f31de5e,8dc22805eb,ffffffffff42838caf,0
326,deterministic_random,355298617568,159669245558,52b972a8e0,252d075676,000000000239a7c789,0
327,deterministic_random,-542562465055,-486519672760,81acc1cae1,8eb92af048,00000000011d7d2be6,0
328,deterministic_random,475189633713,-481739837485,6ea38262b1,8fd6116fd3,ffffffffff037b175c,0
329,deterministic_random,-371651108539,197233967504,a977de2145,2dec0f8190,fffffffffe1d9d787e,0
330,deterministic_random,122232343238,151693861779,1c759d8ac6,2351a8a393,0000000000ce47cc59,0
331,deterministic_random,121497098872,347309440874,1c49ca9a78,50dd417f6a,0000000000598e0cff,0
332,deterministic_random,12568944966,55283693358,02ed2ae146,0cdf2a372e,00000000003a33d7ed,0
333,deterministic_random,-127612268549,157772487874,e249b74ffb,24bbf91cc2,ffffffffff30f00a65,0
334,deterministic_random,-347166886618,-380944799120,af2b3db526,a74debaa70,0000000000e94d00a4,0
335,deterministic_random,300474930424,-52737157981,45f5b394f8,f3b89ed4a3,fffffffffa4d6a75d7,0
336,deterministic_random,-281503385783,-390269671093,be75173749,a5221d694b,0000000000b8a76e60,0
337,deterministic_random,-294610399881,272552712148,bb67da0d77,3f756857d4,fffffffffeeb482c1c,0
338,deterministic_random,371748315052,-286371700811,568ded1fac,bd52ea9fb5,fffffffffeb3ad9c53,0
339,deterministic_random,314313561169,-236313744341,492e8c5451,c8fa9a6c2b,fffffffffeab809ad4,0
340,deterministic_random,-245827549629,15828855804,c6c3894643,03af792bfc,fffffffff0783b7bdb,0
341,deterministic_random,149842937338,-407162898875,22e355c5fa,a133333645,ffffffffffa1c9a077,0
342,deterministic_random,458618214642,325917213191,6ac7c698f2,4be22e0207,0000000001683bbf86,0
343,deterministic_random,49477067028,-535656396978,0b85102114,834864074e,ffffffffffe85a9ffd,0
344,deterministic_random,-220278691019,331110086290,ccb65deb35,4d17b2f692,ffffffffff55b0a697,0
345,deterministic_random,-457480449049,-351840383466,957c0a53e7,ae14adce16,00000000014cdd2ea6,0
346,deterministic_random,-453466442439,14848725723,966b4b3539,03750d92db,ffffffffe175fec428,0
347,deterministic_random,-485442532783,497329282770,8ef95eca51,73cb229ed2,ffffffffff061e6308,0
348,deterministic_random,522510406531,-172808932366,79a80c1383,d7c3c8f3f2,fffffffffcf9f35557,0
349,deterministic_random,-192974401227,-280923571828,d311d45135,be97a6798c,0000000000afda8b6e,0
350,deterministic_random,272676756174,275394214969,3f7ccd1ace,401ec63c39,0000000000fd79526f,0
351,deterministic_random,395230281075,93679337307,5c058f7d73,15cfb93f5b,0000000004380e6524,0
352,deterministic_random,-528857979860,-548292735821,84dd9ba42c,805734ccb3,0000000000f6ed03ab,0
353,deterministic_random,207625545688,-187750747018,30577267d8,d4492ef476,fffffffffee4e6882f,0
354,deterministic_random,504898037768,-239558541014,758e44a808,c83932c12a,fffffffffde4731b70,0
355,deterministic_random,-71833658137,-473409436354,ef46615ce7,91c699453e,000000000026d839f6,0
356,deterministic_random,-513873002093,506687886959,885ac84193,75f8f3966f,fffffffffefc5ea9c7,0
357,deterministic_random,-292246337810,-261026856790,bbf4c2c6ee,c3399640aa,00000000011e9e4608,0
358,deterministic_random,-497945854142,532349850612,8c101d3f42,7bf28613f4,ffffffffff108b5f8d,0
359,deterministic_random,266988206897,-439030255090,3e29bcbb31,99c7c1f20e,ffffffffff64517b70,0
360,deterministic_random,158340970737,515485120366,24dddb78f1,78054eb76e,00000000004ea29e1e,0
361,deterministic_random,-66487632130,-349325818085,f085073efe,aeaa8f071b,000000000030b98d18,0
362,deterministic_random,32412209517,-191212476386,078beb116d,d37ad9281e,ffffffffffd49b1130,0
363,deterministic_random,-515690821086,-304501687108,87ee6e8a22,b91a48fcbc,0000000001b18cebbd,0
364,deterministic_random,-500094694958,61697869117,8b900889d2,0e5d7ac53d,fffffffff7e4fb2c21,0
365,deterministic_random,-128685249815,-327770151408,e209c2eae9,b3af606610,00000000006481f89c,0
366,deterministic_random,-441878013854,-404680965679,991e049862,a1c72281d1,00000000011787dedc,0
367,deterministic_random,197491613296,348024574140,2dfb6ade70,5107e190bc,000000000091455b91,0
368,deterministic_random,-498876699126,218374963176,8bd8a1ae0a,32d8297fe8,fffffffffdb72b4785,0
369,deterministic_random,-333544330451,192819309490,b257356b2d,2ce4ed2bb2,fffffffffe4529f62d,0
370,deterministic_random,100460839560,59275694678,1763eec288,0dcd1b5256,0000000001b1ded8b1,0
371,deterministic_random,-330011020861,511842787874,b329cf71c3,772c352222,ffffffffff5af19d6b,0
372,deterministic_random,15322913150,-352834339962,039151197e,add96f3b86,fffffffffff4e1e5f3,0
373,deterministic_random,189450042466,81157355986,2c1c1a3c62,12e55af9d2,00000000025598425a,0
374,deterministic_random,-153906714667,-89113310393,dc2a71e7d5,eb406ecb47,0000000001ba229361,0
375,deterministic_random,35930208524,-433332581947,085d9b790c,9b1b5d89c5,ffffffffffeac60432,0
376,deterministic_random,-57731789861,286913237002,f28eeacbdb,42cd5c900a,ffffffffffcc7d0cbd,0
377,deterministic_random,-280870355110,-57164051169,be9ad27f5a,f2b0c1cd1f,0000000004e9d529a1,0
378,deterministic_random,124199606892,369272033702,1ceadf9a6c,55fa5411a6,0000000000561a238b,0
379,deterministic_random,-526668884551,-226963255190,85601695b9,cb27ef906a,0000000002520c79d7,0
380,deterministic_random,526712844111,488203874774,7aa2882f4f,71ab37f1d6,0000000001143167d1,0
381,deterministic_random,347059734881,126046521769,50ce5f4961,1d58f549a9,0000000002c0e08209,0
382,deterministic_random,459080442516,-289379075495,6ae353a294,bc9fa9ba59,fffffffffe69df8b16,0
383,deterministic_random,292488355460,-438745376346,4419aa1e84,99d8bcd9a6,ffffffffff55569cbe,0
384,deterministic_random,-61748153949,292364811901,f19f85f1a3,44124cfe7d,ffffffffffc9eea37c,0
385,deterministic_random,199211750781,-273873259990,2e61f2157d,c03be1b22a,ffffffffff45c9fd33,0
386,deterministic_random,27752125385,-382556617856,067627d3c9,a6edd94380,ffffffffffed6dc45b,0
387,deterministic_random,-464530283085,141040434387,93d7d665b3,20d6aa3cd3,fffffffffcb4d6dbdc,0
388,deterministic_random,53314173610,363720012116,0c69c5baaa,54af66f154,0000000000258648ab,0
389,deterministic_random,-18979665907,-194151803173,fb94b9480d,d2cba696db,00000000001906978c,0
390,deterministic_random,-479343465399,0,9064e72c49,0000000000,000000000000000000,1
391,deterministic_random,-169377058629,262407194313,d8905730bb,3d18b006c9,ffffffffff5ac234e5,0
392,deterministic_random,218634150039,-140064676645,32e79c6097,df637ea4db,fffffffffe70657d90,0
393,deterministic_random,285852629484,422884499388,428e24f9ec,6275e15fbc,0000000000ad0ba7fb,0
394,deterministic_random,-405666026067,-136596674700,a18c6badad,e032342774,0000000002f845661c,0
395,deterministic_random,-259722195353,475603906678,c38759ce67,6ebc33b076,ffffffffff74337e2e,0
396,deterministic_random,517483290684,357185596622,787c68603c,5329ebacce,000000000172e33c46,0
397,deterministic_random,451074933717,-172171868640,69062943d5,d7e9c1c620,fffffffffd614d8709,0
398,deterministic_random,481479814494,-163945847133,701a6eed5e,d9d410e6a3,fffffffffd102c6a78,0
399,deterministic_random,-213024931232,406431468522,ce66b98260,5ea1340bea,ffffffffff79d24afd,0
400,deterministic_random,-136909462048,275961103210,e01f8f65e0,404090436a,ffffffffff80fe5d83,0
401,deterministic_random,-61848310216,524284714000,f1998dae38,7a11cddc10,ffffffffffe1cce9ab,0
402,deterministic_random,-309960818796,-138308416132,b7d4e53f94,dfcc2d0d7c,00000000023db7b33c,0
403,deterministic_random,-444234966484,497865033700,9891885a2c,73eb1187e4,ffffffffff1b938b40,0
404,deterministic_random,-104654641963,18070868594,e7a218e4d5,04351b9272,fffffffffa356a630e,0
405,deterministic_random,-285901837089,85079123506,bd6eec2cdf,13cf1c6632,fffffffffca3bb52bb,0
406,deterministic_random,-485627433153,-8280492744,8eee596f3f,fe1271b538,000000003aa5acad0e,0
407,deterministic_random,-105455487930,-316046657472,e7725cf446,b66a26b840,0000000000556b7044,0
408,deterministic_random,-394518040126,280959288122,a424e471c2,416a7a833a,fffffffffe98878367,0
409,deterministic_random,548495563736,-262497429531,7fb4e21bd8,c2e1ef17e5,fffffffffde914bbf7,0
410,deterministic_random,492423259848,-121585929238,72a6b6a6c8,e3b0e9f3ea,fffffffffbf3331132,0
411,deterministic_random,303448914206,-125264449824,46a6f6f91e,e2d5a82ee0,fffffffffd93d93ed7,0
412,deterministic_random,-374079903836,77904824659,a8e719a7a4,12237d4953,fffffffffb32c02a57,0
413,deterministic_random,-276529063612,-527957421891,bf9d955944,85134910bd,00000000008615e3ff,0
414,deterministic_random,-116020696507,545587640669,e4fca0aa45,7f078eb95d,ffffffffffc98f975d,0
415,deterministic_random,-116393964171,242147770123,e4e6610d75,386121bf0b,ffffffffff84f29878,0
416,deterministic_random,-377097501630,393355404223,a8333cc442,5b95cf23bf,ffffffffff0a94b0ad,0
417,deterministic_random,125916182789,334055394157,1d51307905,4dc740cb6d,0000000000607e9e55,0
418,deterministic_random,-270064921868,-41786031429,c11ee052f4,f6455bc2bb,00000000067689fe03,0
419,deterministic_random,370995882129,17624264935,566113e891,041a7cf0e7,00000000150cdfc8ae,0
420,deterministic_random,406299574363,-524712476856,5e9957805b,85d4b2ff48,ffffffffff39c5a385,0
421,deterministic_random,215787200594,-365398881865,323deb6052,aaec8789b7,ffffffffff68d18e2f,0
422,deterministic_random,507318520722,-418250120761,761e8a4b92,9e9e59a1c7,fffffffffec97bca27,0
423,deterministic_random,334499247060,143750499469,4de1b573d4,2178328c8d,000000000253b28caa,0
424,deterministic_random,-535347634953,412058683718,835acb5cf7,5ff09c8946,fffffffffeb367788a,0
425,deterministic_random,487123219422,120581672141,716ace73de,1c133a4ccd,00000000040a2ee8b4,0
426,deterministic_random,521611621414,-227399835834,797279b426,cb0de9df46,fffffffffdb4c8fb63,0
427,deterministic_random,164599095977,-506967361026,2652dee2a9,89f663f9fe,fffffffffface22b00,0
428,deterministic_random,446269959821,274419692684,67e7c32e8d,3fe4b0348c,0000000001a050b5d6,0
429,deterministic_random,512858452201,-237275156606,7768bef0e9,c8c14c6f82,fffffffffdd6ab31e2,0
430,deterministic_random,-492362192615,-385648450867,8d5ced2919,a6358fa2cd,000000000146d6a128,0
431,deterministic_random,-148529297968,155053368986,dd6af6c5d0,2419e6a69a,ffffffffff0ac5830f,0
432,deterministic_random,472826484692,-368682092291,6e16a797d4,aa28d5b8fd,fffffffffeb7af8e1e,0
433,deterministic_random,252930497892,156476695021,3ae3d51d64,246ebce1ed,00000000019dcd0c11,0
434,deterministic_random,303708225017,243129646203,46b66bbdf9,389ba7fc7b,00000000013fc90e7a,0
435,deterministic_random,125845884455,-500625261905,1d4cffce27,8b7068baaf,ffffffffffbfa5bace,0
436,deterministic_random,456054020363,-428379485043,6a2ef0190b,9c4297cc8d,fffffffffeef76300b,0
437,deterministic_random,341752297415,-125829272641,4f920637c7,e2b3fdabbf,fffffffffd48b43a4a,0
438,deterministic_random,326849412007,-517309718804,4c19be3ba7,878df01eec,ffffffffff5e40b10d,0
439,deterministic_random,156500781630,-420416203995,24702c6a3e,9e1d3dd325,ffffffffffa0b41770,0
440,deterministic_random,110053254174,94251524243,199faf641e,15f1d42093,00000000012aeb6e7b,0
441,deterministic_random,-495473151872,-508430269898,8ca37fb080,899f31c236,0000000000f979d827,0
442,deterministic_random,-346758493137,-71095036182,af43954c2f,ef7267d6ea,0000000004e09ce25a,0
443,deterministic_random,-290246632769,-9609598128,bc6bf3dabf,fdc3392b50,000000001e342df608,0
444,deterministic_random,424437198546,39423383116,62d26daed2,092dd1164c,000000000ac420fb14,0
445,deterministic_random,189008374197,-277184376517,2c01c6e9b5,bf7686113b,ffffffffff516fdd77,0
446,deterministic_random,-121303027499,-6887558096,e3c1c6b0d5,fe65783430,00000000119ca5e361,0
447,deterministic_random,-364385203345,-279248498209,ab28f30b6f,befb7e11df,00000000014e0c7af3,0
448,deterministic_random,36232631909,393469312779,086fa21665,5b9c993f0b,00000000001792e25f,0
449,deterministic_random,-521283725956,-543137955188,86a111957c,818a74828c,0000000000f5b3078d,0
450,deterministic_random,325445803960,486333831303,4bc614dfb8,713bc15887,0000000000ab4f8183,0
451,deterministic_random,516963529208,-409442920457,785d6d71f8,a0ab4cd7f7,fffffffffebcc61a4a,0
452,deterministic_random,-116599676652,-279609961892,e4da1e2114,bee5f2925c,00000000006ac10e6e,0
453,deterministic_random,-162254569525,315270187221,da38dfbfcb,49679148d5,ffffffffff7c3fbcef,0
454,deterministic_random,396177940971,444478251356,5c3e0ba1eb,677cf7e15c,0000000000e42e5f03,0
455,deterministic_random,-42190536464,149227093692,f62d3f80f0,22bea0bebc,ffffffffffb79f3329,0
456,deterministic_random,-496859766263,-684652412,8c50d9a209,ffd7310884,00000002d5b6022715,0
457,deterministic_random,-183294266997,-380846232607,d552cf718b,a753cbabe1,00000000007b35449a,0
458,deterministic_random,-162744580435,-345551762330,da1baac6ad,af8b828c66,0000000000789180ab,0
459,deterministic_random,-133497638609,10068495763,e0eaebb12f,0258210d93,fffffffff2bdb5bc0c,0
460,deterministic_random,119335119811,-222414366390,1bc8ed6bc3,cc3712194a,ffffffffff76a50b75,0
461,deterministic_random,7416268323,-534432830037,01ba0b4623,8391522dab,fffffffffffc729055,0
462,deterministic_random,350032793226,222216321610,517f948e8a,33bd1ffa4a,0000000001933f9cb9,0
463,deterministic_random,-17929712564,-277262364194,fbd34e4c4c,bf71e011de,0000000000108e0375,0
464,deterministic_random,-224009807066,-407804915068,cbd7f99b26,a10ceed284,00000000008c9f565d,0
465,deterministic_random,335673446327,-385791333604,4e27b24fb7,a62d0b6b1c,ffffffffff2141bc9d,0
466,deterministic_random,-337260783041,323969197364,b179b0da3f,4b6e11a534,fffffffffef57f3be8,0
467,deterministic_random,49148471607,404486290898,0b717a2937,5e2d42fdd2,00000000001f1b2c3e,0
468,deterministic_random,45551617977,454495581385,0a9b1687b9,69d20c34c9,000000000019a85107,0
469,deterministic_random,101705439122,-369636784813,17ae1dd792,a9efee4553,ffffffffffb98fca91,0
470,deterministic_random,431200122865,111481168911,646587b7f1,19f4cba40f,0000000003de2fef41,0
471,deterministic_random,353422391525,404044200623,52499db8e5,5e12e93aaf,0000000000dfed2383,0
472,deterministic_random,-139117490181,-317531785911,df9bf38ffb,b611a17549,00000000007028ba66,0
473,deterministic_random,-505719461081,-347438313473,8a40c56b27,af1b100fff,0000000001749ffc51,0
474,deterministic_random,-427956730460,-484962258527,9c5bca85a4,8f15ff31a1,0000000000e1e87c07,0
475,deterministic_random,91143162769,418076941283,15388e4b91,615753dbe3,000000000037cf38fb,0
476,deterministic_random,-244109166879,268314868449,c729f5b6e1,3e78cffae1,ffffffffff17184044,0
477,deterministic_random,291021229102,-85542823485,43c2378c2e,ec154019c3,fffffffffc99130c0c,0
478,deterministic_random,-522809126849,194572417224,864625d03f,2d4d6b78c8,fffffffffd50231c97,0
479,deterministic_random,-137804570805,-513228870277,dfea351f4b,88812ced7b,000000000044bcc01d,0
480,deterministic_random,-537719449686,-8004661337,82cd6c57aa,fe22e28fa7,00000000432d00943f,0
481,deterministic_random,479234066775,-325808568190,6f94938957,b4244bc882,fffffffffe8772a571,0
482,deterministic_random,-528697771424,-192632852728,84e7283a60,d3262fef08,0000000002be9d4dd3,0
483,deterministic_random,131111171544,265329793074,1e86d5b5d8,3dc6e35832,00000000007e803b8d,0
484,deterministic_random,335328205856,269924691744,4e131e5c20,3ed8c3ef20,00000000013e078ec1,0
485,deterministic_random,167069737569,540663660879,26e621e261,7de210c14f,00000000004f1b308b,0
486,deterministic_random,247984991930,-406458769838,39bd0eaeba,a15d2b5e52,ffffffffff63cfc2ec,0
487,deterministic_random,177854199232,-142414494811,2968efb5c0,ded76f43a5,fffffffffec04b6e99,0
488,deterministic_random,-43776488584,-503832291118,f5ceb7cb78,8ab14158d2,0000000000163e3a60,0
489,deterministic_random,232823433232,297469944725,36355ba810,4542972395,0000000000c85da411,0
490,deterministic_random,-389024143456,-463873475244,a56c5aa7a0,93fefc7d54,0000000000d6b14b29,0
491,deterministic_random,-292677845890,114248068534,bbdb0a7c7e,1a99b72db6,fffffffffd702f8377,0
492,deterministic_random,-263934397524,337669799883,c28c48b3ac,4e9eb03fcb,ffffffffff37e6cb8e,0
493,deterministic_random,103385169563,373534770044,18123c7e9b,56f868437c,000000000046dabdb6,0
494,deterministic_random,-246546687845,180760052936,c698ac189b,2a162384c8,fffffffffea2d487c9,0
495,deterministic_random,380986598369,209675547917,58b49223e1,30d1a2f50d,0000000001d128d3ca,0
496,deterministic_random,224813835362,-419940773488,3457f2e462,9e39945190,ffffffffff76f387a7,0
497,deterministic_random,-444465768044,-510999957123,9883c69994,890607717d,0000000000deaaf4fd,0
498,deterministic_random,231738810461,307371152980,35f4b5a05d,4790bf9654,0000000000c10215aa,0
499,deterministic_random,13679009099,-249920158325,032f551d4b,c5cf99058b,fffffffffff1fcfbf9,0
500,deterministic_random,234265525143,454962085132,368b503b97,69edda7d0c,000000000083d14917,0
501,deterministic_random,-220317298926,-363416588523,ccb410cf12,ab62aeef15,00000000009b327a2d,0
502,deterministic_random,172130029418,-30181824044,2813bfcf6a,f8f905e9d4,fffffffffa4c017d3c,0
503,deterministic_random,430754727188,162043979718,644afb8514,25ba92e7c6,0000000002a8839ae7,0
504,deterministic_random,-110512755748,52951146677,e644ed2bdc,0c542260b5,fffffffffde9b5c5e3,0
505,deterministic_random,182936902065,-144738078831,2a97e399b1,de4cf02f91,fffffffffebc6ff160,0
506,deterministic_random,-163213039483,118668309646,d9ffbea885,1ba12eb48e,fffffffffe9fe7a33e,0
507,deterministic_random,-233623901842,-536592631695,c99aee296e,8310963871,00000000006f755525,0
508,deterministic_random,24090466010,188342537786,059be756da,2bda170e3a,000000000020be8f93,0
509,deterministic_random,224834547486,-82688076904,34592eef1e,ecbf681398,fffffffffd47eb2000,0
510,deterministic_random,315421547726,381147916740,497096dcce,58be2fa9c4,0000000000d3dac313,0
511,deterministic_random,-528801353391,-376383891907,84e0fbb151,a85dc5963d,000000000167aaf17a,0
512,deterministic_random,355332902732,-278768499924,52bb7dcf4c,bf181a432c,fffffffffeb9b06373,0
513,deterministic_random,-247719850782,321637083100,c652bf0ce2,4ae31067dc,ffffffffff3ad532a5,0
514,deterministic_random,-340401837153,-93712251327,b0be782b9f,ea2e508641,0000000003a1e5fbf7,0
515,deterministic_random,-3535142590,79359649268,ff2d4a0142,127a3425f4,fffffffffff498a4bf,0
516,deterministic_random,-116284514033,-412194375993,e4ece7210f,a0074cf6c7,000000000048386b01,0
517,deterministic_random,18298596110,0,0442ae6b0e,0000000000,000000000000000000,1
518,deterministic_random,-338176508194,429145011498,b1431bfede,63eb09352a,ffffffffff3644117f,0
519,deterministic_random,-503273046890,-297603209377,8ad296bc96,bab577675f,0000000001b0eb1b1c,0
520,deterministic_random,-13407690518,420575640515,fce0d6e0ea,61ec42fbc3,fffffffffff7d6c0c3,0
521,deterministic_random,-73070985181,148355434903,eefca14023,228aac4997,ffffffffff81e8e61d,0
522,deterministic_random,543260180657,476029811854,7e7cd480b1,6ed5967c8e,00000000012427be21,0
523,deterministic_random,-170230423323,188184715150,d85d79e0e5,2bd0aedf8e,ffffffffff186ca576,0
524,deterministic_random,367536951976,115551067352,5592e8d2a8,1ae7615cd8,00000000032e447016,0
525,deterministic_random,-335735852056,-426042964636,b1d49573e8,9ccddc4564,0000000000c9bc855b,0
526,deterministic_random,-110298104013,537411906728,e651b87f33,7d203eeca8,ffffffffffcb756e0b,0
527,deterministic_random,-99420624319,502944454421,e8da11aa41,7519d35715,ffffffffffcd6507d3,0
528,deterministic_random,-79246893089,-306590020384,ed8c845fdf,b89dcf8ce0,0000000000422ba3af,0
529,deterministic_random,405465310963,366079513901,5e679da6f3,553c0a152d,00000000011b8ae4b0,0
530,deterministic_random,-250891549696,-288043028556,c595b2c400,bcef4c2fb4,0000000000defb3ccb,0
531,deterministic_random,-149233970578,-24485322076,dd40f6526e,fa4c8fa2a4,000000000618470882,0
532,deterministic_random,-373971067282,-263743839268,a8ed965e6e,c297a463dc,00000000016afda690,0
533,deterministic_random,455863683554,376858625035,6a2397c9e2,57be86440b,000000000135ab0a19,0
534,deterministic_random,164370808220,-282114163287,2645437d9c,be50af7da9,ffffffffff6ad8260b,0
535,deterministic_random,188643494894,69079164065,2bec074bee,10157064a1,0000000002bb17b6cc,0
536,deterministic_random,469662071344,98322829535,6d5a0a7a30,16e47f50df,0000000004c6d815c9,0
537,deterministic_random,325562685615,141329513979,4bcd0c58af,20e7e53dfb,00000000024db6e1fb,0
538,deterministic_random,382856519143,-505719646624,592406dde7,8a40c29660,ffffffffff3e31c82b,0
539,deterministic_random,489169828253,-145899180724,71e4cb399d,de07bb2d4c,fffffffffca5af52d9,0
540,deterministic_random,252431753339,342443520474,3ac61ae07b,4fbb3971da,0000000000bcb5c4e0,0
541,deterministic_random,-67487677206,-405758948715,f0496bc4ea,a186e1ca95,00000000002a943f03,0
542,deterministic_random,434650852819,268795194489,653335add3,3e95712c79,00000000019df5e97a,0
543,deterministic_random,462676908384,-260691862117,6bb9b15960,c34d8ddd9b,fffffffffe39a6753c,0
544,deterministic_random,-223817918337,-412912374928,cbe369987f,9fdc812b70,00000000008ac397c6,0
545,deterministic_random,-219661536899,-350194465893,ccdb26f17d,ae76c8839b,0000000000a093d757,0
546,deterministic_random,-355630489991,-65382940928,ad32c55e79,f0c6df7f00,0000000005706f0209,0
547,deterministic_random,10399196542,518568086838,026bd7257e,78bd110d36,000000000005223cdc,0
548,deterministic_random,-452327908305,-450859026822,96af27dc2f,9706b5367a,000000000100d58387,0
549,deterministic_random,-163514814329,-172616968185,d9edc1f087,d7cf3a1807,0000000000f2804376,0
550,deterministic_random,140003837979,-539061075161,2098e1081b,827d74c327,ffffffffffbd831fd6,0
551,deterministic_random,-451183652165,-347446036782,96f35bd2bb,af1a9a36d2,00000000014c6f34e0,0
552,deterministic_random,-129432066678,-365790056555,e1dd3f658a,aad536af95,00000000005a956bfd,0
553,deterministic_random,247752961823,366631537514,39af3a2f1f,555cf14b6a,0000000000acfe4185,0
554,deterministic_random,-22963574813,162356322179,faa743a7e3,25cd30df83,ffffffffffdbcaa141,0
555,deterministic_random,-373979858210,35787657362,a8ed103ade,08551c5092,fffffffff58cceed2e,0
556,deterministic_random,-71942613690,117110051461,ef3fe2d546,1b444d9285,ffffffffff62bc2ab7,0
557,deterministic_random,-110262562814,40017444891,e653d6d002,095139c01b,fffffffffd3ea091ef,0
558,deterministic_random,-130501685172,-299465121960,e19d7e504c,ba467cdf58,00000000006f8f7292,0
559,deterministic_random,301701554333,447835851512,463ed0609d,684518caf8,0000000000ac76cdea,0
560,deterministic_random,28601439613,266100582181,06a8c7557d,3df4d4a725,00000000001b840b03,0
561,deterministic_random,-310640805978,-219649977536,b7ac5d77a6,ccdbd75340,00000000016a0c88c3,0
562,deterministic_random,53018342941,525539500382,0c5823b61d,7a5c98615e,000000000019d382c9,0
563,deterministic_random,305359317884,-14614320947,4718d56b7c,fc98eb28cd,ffffffffeb1b004de2,0
564,deterministic_random,-159558008023,145524892698,dad99a0329,21e1f5a41a,fffffffffee7504bc7,0
565,deterministic_random,-77210698148,-283670013546,ee05e23e5c,bdf3f31996,000000000045ade917,0
566,deterministic_random,-121327333683,-280110626161,e3c053cecd,bec81b0a8f,00000000006ee25057,0
567,deterministic_random,-180566750567,-96437670703,d5f5620a99,e98bddecd1,0000000001df537845,0
568,deterministic_random,-358010633190,-190563365847,aca4e7441a,d3a189cc29,0000000001e0f23898,0
569,deterministic_random,-12593074280,-164179676857,fd1164ef98,d9c620f147,000000000013a2ceda,0
570,deterministic_random,-519365862206,-457490513138,871361dcc2,957b70c30e,0000000001229fb58f,0
571,deterministic_random,-28584716886,-56452037069,f95837d5aa,f2db324633,000000000081a06b0f,0
572,deterministic_random,-122536642448,-531844634797,e3783f3870,842b96e753,00000000003afb732a,0
573,deterministic_random,360966842529,-307246163516,540b4ce8a1,b876b399c4,fffffffffed33d4f76,0
574,deterministic_random,130751587172,116229951070,1e7166e364,1b0fd84e5e,00000000011ffbfe07,0
575,deterministic_random,265128341139,-370936320846,3dbae16e93,a9a278ecb2,ffffffffff4905dc3c,0
576,deterministic_random,463488215323,-213760530245,6bea0ce91b,ce3ae128bb,fffffffffdd4ecf8b4,0
577,deterministic_random,129203023267,-431743926340,1e1519ada3,9b7a0e7fbc,ffffffffffb363cc26,0
578,deterministic_random,419055675861,533683305809,6191aa29d5,7c4200fd51,0000000000c903cb2a,0
579,deterministic_random,-12439803118,-506783517452,fd1a87ab12,8a015934f4,00000000000648af4f,0
580,deterministic_random,319009235677,245782483896,4a466ea2dd,3939c713b8,00000000014c4558f5,0
581,deterministic_random,492192652664,338266033125,7298f7dd78,4ec23a0be5,0000000001747de5bd,0
582,deterministic_random,-317921291914,-366594573049,b5fa6a1176,aaa542bd07,0000000000de02b140,0
583,deterministic_random,297310195286,-110734371658,4539118e56,e637b794b6,fffffffffd50aab36c,0
584,deterministic_random,398447579701,389113697125,5cc5539235,5a98fbd365,000000000106240c3c,0
585,deterministic_random,-158893631517,-402877427208,db013397e3,a232a251f8,000000000064f732f2,0
586,deterministic_random,-436965514793,-261889437615,9a42d361d7,c3062c5051,0000000001ab239053,0
587,deterministic_random,-473499035028,118239038199,91c1421a6c,1b87988af7,fffffffffbfed31929,0
588,deterministic_random,101022522080,-244360948782,1785695ae0,c71af3d3d2,ffffffffff962a6c79,0
589,deterministic_random,-37838855350,287031380882,f730a0e34a,42d4674b92,ffffffffffde408059,0
590,deterministic_random,259938174668,-485046802648,3c8585c6cc,8f10f52728,ffffffffff76cf0ad7,0
591,deterministic_random,-292308852988,-432606962094,bbf108df04,9b469d9e52,0000000000acfa1e79,0
592,deterministic_random,-438276048118,333961213432,99f4b63b0a,4dc1a3b5f8,fffffffffeb0096d9d,0
593,deterministic_random,402638974336,-142891164087,5dbf272d80,debb05de49,fffffffffd2ea48b26,0
594,deterministic_random,452518779578,-513678163196,695c389aba,8866654304,ffffffffff1e7ad37a,0
595,deterministic_random,348209439062,110774739778,5112e66156,19cab06342,000000000324b5ef42,0
596,deterministic_random,286563665878,467630851455,42b88687d6,6ce0f8857f,00000000009ce06350,0
597,deterministic_random,-117925146181,-319105694544,e48b1d11bb,b5b3d184b0,00000000005e9ac113,0
